id	sentence1	sentence2	label
1098846169101488129	africellug we are experiencing dns inconsistency on the ug domains especially for our clients who are using airtel internet to clarify on the issue some clients have failed to access their websites or they are being pointed to an old dns records infinityic 	africell - Data	Negative
1098846169101488129	africellug we are experiencing dns inconsistency on the ug domains especially for our clients who are using airtel internet to clarify on the issue some clients have failed to access their websites or they are being pointed to an old dns records infinityic 	africell - General	None
1098846169101488129	africellug we are experiencing dns inconsistency on the ug domains especially for our clients who are using airtel internet to clarify on the issue some clients have failed to access their websites or they are being pointed to an old dns records infinityic 	africell - Network	None
1098862913312514049	africel has good offers but the hustle comes when you are looking for a service provider near you i have failed to update my line to g because they keep referring me to lugogo i dont want to talk about getting an africel money agent coz thats another hustle 	africell - CustomerService	Negative
1098879405353549825	africellug i truly appreciate for your services you provide to us i cant wait downloading my favorite new music videos hd with my gb for days pray 	africell - Calls	None
1098879405353549825	africellug i truly appreciate for your services you provide to us i cant wait downloading my favorite new music videos hd with my gb for days pray 	africell - CustomerService	None
1098879405353549825	africellug i truly appreciate for your services you provide to us i cant wait downloading my favorite new music videos hd with my gb for days pray 	africell - Data	Positive
1098879405353549825	africellug i truly appreciate for your services you provide to us i cant wait downloading my favorite new music videos hd with my gb for days pray 	africell - General	None
1098879405353549825	africellug i truly appreciate for your services you provide to us i cant wait downloading my favorite new music videos hd with my gb for days pray 	africell - Network	None
1098904993355255808	africellug had stopped using your line but am soon going to use it again eh this is un believable thanks 	africell - Calls	None
1098904993355255808	africellug had stopped using your line but am soon going to use it again eh this is un believable thanks 	africell - CustomerService	None
1098904993355255808	africellug had stopped using your line but am soon going to use it again eh this is un believable thanks 	africell - Data	None
1098904993355255808	africellug had stopped using your line but am soon going to use it again eh this is un believable thanks 	africell - General	Positive
1098904993355255808	africellug had stopped using your line but am soon going to use it again eh this is un believable thanks 	africell - Network	None
1098931743208427520	i swear africellug is a gramma who really spoils the grand children with goodies how can you give gb valid for three days at and gb valid for hours at to get spoilt dial to activate weekend bundles 	africell - Calls	None
1098931743208427520	i swear africellug is a gramma who really spoils the grand children with goodies how can you give gb valid for three days at and gb valid for hours at to get spoilt dial to activate weekend bundles 	africell - CustomerService	None
1098931743208427520	i swear africellug is a gramma who really spoils the grand children with goodies how can you give gb valid for three days at and gb valid for hours at to get spoilt dial to activate weekend bundles 	africell - Data	Positive
1098931743208427520	i swear africellug is a gramma who really spoils the grand children with goodies how can you give gb valid for three days at and gb valid for hours at to get spoilt dial to activate weekend bundles 	africell - General	None
1098931743208427520	i swear africellug is a gramma who really spoils the grand children with goodies how can you give gb valid for three days at and gb valid for hours at to get spoilt dial to activate weekend bundles 	africell - Network	None
1098962653425397761	africellug heyi nid ur help pliz i just bought my africell line but it failed to connect to the internet and what how can i set them manually 	africell - Calls	None
1098962653425397761	africellug heyi nid ur help pliz i just bought my africell line but it failed to connect to the internet and what how can i set them manually 	africell - CustomerService	None
1098962653425397761	africellug heyi nid ur help pliz i just bought my africell line but it failed to connect to the internet and what how can i set them manually 	africell - Data	Negative
1098962653425397761	africellug heyi nid ur help pliz i just bought my africell line but it failed to connect to the internet and what how can i set them manually 	africell - General	None
1098962653425397761	africellug heyi nid ur help pliz i just bought my africell line but it failed to connect to the internet and what how can i set them manually 	africell - Network	None
1099035315136798721	africellug for gb through the weekend till sunday midnight mwe abasinga 	africell - Calls	None
1099035315136798721	africellug for gb through the weekend till sunday midnight mwe abasinga 	africell - CustomerService	None
1099035315136798721	africellug for gb through the weekend till sunday midnight mwe abasinga 	africell - Data	Positive
1099035315136798721	africellug for gb through the weekend till sunday midnight mwe abasinga 	africell - General	None
1099035315136798721	africellug for gb through the weekend till sunday midnight mwe abasinga 	africell - Network	None
1099064809675472896	africellug you guys africellug should work on the issue of g network access in areas of metropolitan kampala how come i cant access it here at wakiso town council which is miles away from the capital city 	africell - Calls	None
1099064809675472896	africellug you guys africellug should work on the issue of g network access in areas of metropolitan kampala how come i cant access it here at wakiso town council which is miles away from the capital city 	africell - CustomerService	None
1099064809675472896	africellug you guys africellug should work on the issue of g network access in areas of metropolitan kampala how come i cant access it here at wakiso town council which is miles away from the capital city 	africell - Data	None
1099064809675472896	africellug you guys africellug should work on the issue of g network access in areas of metropolitan kampala how come i cant access it here at wakiso town council which is miles away from the capital city 	africell - General	None
1099064809675472896	africellug you guys africellug should work on the issue of g network access in areas of metropolitan kampala how come i cant access it here at wakiso town council which is miles away from the capital city 	africell - Network	Negative
1099553100006940672	africellug this gb for three days at shillings is the real deal thank you 	africell - Calls	None
1099553100006940672	africellug this gb for three days at shillings is the real deal thank you 	africell - CustomerService	None
1099553100006940672	africellug this gb for three days at shillings is the real deal thank you 	africell - Data	Positive
1099553100006940672	africellug this gb for three days at shillings is the real deal thank you 	africell - General	None
1099553100006940672	africellug this gb for three days at shillings is the real deal thank you 	africell - Network	None
1099691703664107522	africellug we appreciate africell services wooh 	africell - Calls	None
1099691703664107522	africellug we appreciate africell services wooh 	africell - CustomerService	None
1099691703664107522	africellug we appreciate africell services wooh 	africell - Data	None
1099691703664107522	africellug we appreciate africell services wooh 	africell - General	Positive
1099691703664107522	africellug we appreciate africell services wooh 	africell - Network	None
1099692181831512070	africellug with your cheap and fastest g network internet in all corners of uganda it is really wonderful 	africell - Calls	None
1099692181831512070	africellug with your cheap and fastest g network internet in all corners of uganda it is really wonderful 	africell - CustomerService	None
1099692181831512070	africellug with your cheap and fastest g network internet in all corners of uganda it is really wonderful 	africell - Data	Positive
1099692181831512070	africellug with your cheap and fastest g network internet in all corners of uganda it is really wonderful 	africell - General	None
1099692181831512070	africellug with your cheap and fastest g network internet in all corners of uganda it is really wonderful 	africell - Network	None
1099704185803685888	bulimejulius africellug africel is here to redeem lost hope in these internet providers who are ripping us of any coini just remember the social packs before ott came 	africell - Calls	None
1099704185803685888	bulimejulius africellug africel is here to redeem lost hope in these internet providers who are ripping us of any coini just remember the social packs before ott came 	africell - CustomerService	None
1099704185803685888	bulimejulius africellug africel is here to redeem lost hope in these internet providers who are ripping us of any coini just remember the social packs before ott came 	africell - Data	Positive
1099704185803685888	bulimejulius africellug africel is here to redeem lost hope in these internet providers who are ripping us of any coini just remember the social packs before ott came 	africell - General	None
1099704185803685888	bulimejulius africellug africel is here to redeem lost hope in these internet providers who are ripping us of any coini just remember the social packs before ott came 	africell - Network	None
1099729812242030593	no africellug airtime in buliisa town for over a month now i even reached the credit limit 	africell - Calls	None
1099729812242030593	no africellug airtime in buliisa town for over a month now i even reached the credit limit 	africell - CustomerService	Negative
1099729812242030593	no africellug airtime in buliisa town for over a month now i even reached the credit limit 	africell - Data	None
1099729812242030593	no africellug airtime in buliisa town for over a month now i even reached the credit limit 	africell - General	None
1099729812242030593	no africellug airtime in buliisa town for over a month now i even reached the credit limit 	africell - Network	None
1100933842699984896	banage africellug hmmmmm your network apaaana sweat 	africell - Calls	None
1100933842699984896	banage africellug hmmmmm your network apaaana sweat 	africell - CustomerService	None
1100933842699984896	banage africellug hmmmmm your network apaaana sweat 	africell - Data	None
1100933842699984896	banage africellug hmmmmm your network apaaana sweat 	africell - General	None
1100933842699984896	banage africellug hmmmmm your network apaaana sweat 	africell - Network	Negative
1101336932741726208	ritahntaori africellug shitty network 	africell - Calls	None
1101336932741726208	ritahntaori africellug shitty network 	africell - CustomerService	None
1101336932741726208	ritahntaori africellug shitty network 	africell - Data	None
1101336932741726208	ritahntaori africellug shitty network 	africell - General	None
1101336932741726208	ritahntaori africellug shitty network 	africell - Network	Negative
1101341568940888065	come all ye bretheren who have lost ye way with data africellug will lift ye burden off with its amazing offers together we all say amen 	africell - Calls	None
1101341568940888065	come all ye bretheren who have lost ye way with data africellug will lift ye burden off with its amazing offers together we all say amen 	africell - CustomerService	None
1101341568940888065	come all ye bretheren who have lost ye way with data africellug will lift ye burden off with its amazing offers together we all say amen 	africell - Data	Positive
1101341568940888065	come all ye bretheren who have lost ye way with data africellug will lift ye burden off with its amazing offers together we all say amen 	africell - General	None
1101341568940888065	come all ye bretheren who have lost ye way with data africellug will lift ye burden off with its amazing offers together we all say amen 	africell - Network	None
1101344506320961536	africellug unbelievable data offers clap 	africell - Calls	None
1101344506320961536	africellug unbelievable data offers clap 	africell - CustomerService	None
1101344506320961536	africellug unbelievable data offers clap 	africell - Data	Positive
1101344506320961536	africellug unbelievable data offers clap 	africell - General	None
1101344506320961536	africellug unbelievable data offers clap 	africell - Network	None
1101352045439791105	wow thanks africellug 	africell - Calls	None
1101352045439791105	wow thanks africellug 	africell - CustomerService	None
1101352045439791105	wow thanks africellug 	africell - Data	None
1101352045439791105	wow thanks africellug 	africell - General	Positive
1101352045439791105	wow thanks africellug 	africell - Network	None
1101357131343818753	africellug sadly it doesnt last days 	africell - Calls	None
1101357131343818753	africellug sadly it doesnt last days 	africell - CustomerService	None
1101357131343818753	africellug sadly it doesnt last days 	africell - Data	None
1101357131343818753	africellug sadly it doesnt last days 	africell - General	Negative
1101357131343818753	africellug sadly it doesnt last days 	africell - Network	None
1101389970693111808	africellug just know ur my best on this internet staff u guys 	africell - Calls	None
1101389970693111808	africellug just know ur my best on this internet staff u guys 	africell - CustomerService	None
1101389970693111808	africellug just know ur my best on this internet staff u guys 	africell - Data	Positive
1101389970693111808	africellug just know ur my best on this internet staff u guys 	africell - General	None
1101389970693111808	africellug just know ur my best on this internet staff u guys 	africell - Network	None
1101393431740510209	africellug makes what looks to be impossible possible grinning 	africell - Calls	None
1101393431740510209	africellug makes what looks to be impossible possible grinning 	africell - CustomerService	None
1101393431740510209	africellug makes what looks to be impossible possible grinning 	africell - Data	None
1101393431740510209	africellug makes what looks to be impossible possible grinning 	africell - General	Positive
1101393431740510209	africellug makes what looks to be impossible possible grinning 	africell - Network	None
1101401378054905856	therealoutlaw africellug the king of data bundles okhand 	africell - Calls	None
1101401378054905856	therealoutlaw africellug the king of data bundles okhand 	africell - CustomerService	None
1101401378054905856	therealoutlaw africellug the king of data bundles okhand 	africell - Data	Positive
1101401378054905856	therealoutlaw africellug the king of data bundles okhand 	africell - General	None
1101401378054905856	therealoutlaw africellug the king of data bundles okhand 	africell - Network	None
1101401408711114752	africellug you came for us bambi 	africell - Calls	None
1101401408711114752	africellug you came for us bambi 	africell - CustomerService	None
1101401408711114752	africellug you came for us bambi 	africell - Data	None
1101401408711114752	africellug you came for us bambi 	africell - General	Positive
1101401408711114752	africellug you came for us bambi 	africell - Network	None
1101407272046080000	in i made a choice after hustling with cheating networks to start a relationship with africellug as my only internet data provider and look at how great things are working out there is no reason not to enjoy your weekend dial 	africell - Calls	None
1101407272046080000	in i made a choice after hustling with cheating networks to start a relationship with africellug as my only internet data provider and look at how great things are working out there is no reason not to enjoy your weekend dial 	africell - CustomerService	None
1101407272046080000	in i made a choice after hustling with cheating networks to start a relationship with africellug as my only internet data provider and look at how great things are working out there is no reason not to enjoy your weekend dial 	africell - Data	Positive
1101407272046080000	in i made a choice after hustling with cheating networks to start a relationship with africellug as my only internet data provider and look at how great things are working out there is no reason not to enjoy your weekend dial 	africell - General	None
1101407272046080000	in i made a choice after hustling with cheating networks to start a relationship with africellug as my only internet data provider and look at how great things are working out there is no reason not to enjoy your weekend dial 	africell - Network	None
1101414366627401728	africellug thats why airtel is sightly better theirs lasts for days as they say thanks airtel 	africell - Calls	None
1101414366627401728	africellug thats why airtel is sightly better theirs lasts for days as they say thanks airtel 	africell - CustomerService	None
1101414366627401728	africellug thats why airtel is sightly better theirs lasts for days as they say thanks airtel 	africell - Data	None
1101414366627401728	africellug thats why airtel is sightly better theirs lasts for days as they say thanks airtel 	africell - General	None
1101414366627401728	africellug thats why airtel is sightly better theirs lasts for days as they say thanks airtel 	africell - Network	None
1101414733184417792	africellug what are the prompts for buying internetthe process is so complicated with u guys 	africell - Calls	None
1101414733184417792	africellug what are the prompts for buying internetthe process is so complicated with u guys 	africell - CustomerService	Negative
1101414733184417792	africellug what are the prompts for buying internetthe process is so complicated with u guys 	africell - Data	None
1101414733184417792	africellug what are the prompts for buying internetthe process is so complicated with u guys 	africell - General	None
1101414733184417792	africellug what are the prompts for buying internetthe process is so complicated with u guys 	africell - Network	None
1101415809019248640	this is the latest from africellug cheating is unacceptable 	africell - Calls	None
1101415809019248640	this is the latest from africellug cheating is unacceptable 	africell - CustomerService	None
1101415809019248640	this is the latest from africellug cheating is unacceptable 	africell - Data	None
1101415809019248640	this is the latest from africellug cheating is unacceptable 	africell - General	Negative
1101415809019248640	this is the latest from africellug cheating is unacceptable 	africell - Network	None
1101421741753225217	speed kills but these gbs at just will kill me softly this weekend guys of netflix and youtube will bear me witness with this africellug internet am always excited about the offers 	africell - Calls	None
1101421741753225217	speed kills but these gbs at just will kill me softly this weekend guys of netflix and youtube will bear me witness with this africellug internet am always excited about the offers 	africell - CustomerService	None
1101421741753225217	speed kills but these gbs at just will kill me softly this weekend guys of netflix and youtube will bear me witness with this africellug internet am always excited about the offers 	africell - Data	Positive
1101421741753225217	speed kills but these gbs at just will kill me softly this weekend guys of netflix and youtube will bear me witness with this africellug internet am always excited about the offers 	africell - General	None
1101421741753225217	speed kills but these gbs at just will kill me softly this weekend guys of netflix and youtube will bear me witness with this africellug internet am always excited about the offers 	africell - Network	None
1101429321489633280	ehhh africel this is a good deal 	africell - General	Positive
1101431253402873857	africellug thank you so much africellug blush am buying a sim card today and signing myself as your new brand ambassador blush need to give back 	africell - Calls	None
1101431253402873857	africellug thank you so much africellug blush am buying a sim card today and signing myself as your new brand ambassador blush need to give back 	africell - CustomerService	None
1101431253402873857	africellug thank you so much africellug blush am buying a sim card today and signing myself as your new brand ambassador blush need to give back 	africell - Data	None
1101431253402873857	africellug thank you so much africellug blush am buying a sim card today and signing myself as your new brand ambassador blush need to give back 	africell - General	Positive
1101431253402873857	africellug thank you so much africellug blush am buying a sim card today and signing myself as your new brand ambassador blush need to give back 	africell - Network	None
1101438077946478593	gidivan africellug best thing ever 	africell - Calls	None
1101438077946478593	gidivan africellug best thing ever 	africell - CustomerService	None
1101438077946478593	gidivan africellug best thing ever 	africell - Data	None
1101438077946478593	gidivan africellug best thing ever 	africell - General	Positive
1101438077946478593	gidivan africellug best thing ever 	africell - Network	None
1101534309922623488	africellug nice i love dat but i request u guys revise on ur pakaboom coz when da minz games calls just continue chopping on da available balance in da account instead of cancelling da call 	africell - Calls	Negative
1101534309922623488	africellug nice i love dat but i request u guys revise on ur pakaboom coz when da minz games calls just continue chopping on da available balance in da account instead of cancelling da call 	africell - CustomerService	None
1101534309922623488	africellug nice i love dat but i request u guys revise on ur pakaboom coz when da minz games calls just continue chopping on da available balance in da account instead of cancelling da call 	africell - Data	None
1101534309922623488	africellug nice i love dat but i request u guys revise on ur pakaboom coz when da minz games calls just continue chopping on da available balance in da account instead of cancelling da call 	africell - General	None
1101534309922623488	africellug nice i love dat but i request u guys revise on ur pakaboom coz when da minz games calls just continue chopping on da available balance in da account instead of cancelling da call 	africell - Network	None
1101585272129626122	africellug i been out of the country came back when my number was cut off do you guys just cut off numbers for spending months off 	africell - Calls	None
1101585272129626122	africellug i been out of the country came back when my number was cut off do you guys just cut off numbers for spending months off 	africell - CustomerService	Negative
1101585272129626122	africellug i been out of the country came back when my number was cut off do you guys just cut off numbers for spending months off 	africell - Data	None
1101585272129626122	africellug i been out of the country came back when my number was cut off do you guys just cut off numbers for spending months off 	africell - General	None
1101585272129626122	africellug i been out of the country came back when my number was cut off do you guys just cut off numbers for spending months off 	africell - Network	None
1101778775191273472	thanks for this weekend deal africellug really sorts a guy out 	africell - Calls	None
1101778775191273472	thanks for this weekend deal africellug really sorts a guy out 	africell - CustomerService	None
1101778775191273472	thanks for this weekend deal africellug really sorts a guy out 	africell - Data	None
1101778775191273472	thanks for this weekend deal africellug really sorts a guy out 	africell - General	Positive
1101778775191273472	thanks for this weekend deal africellug really sorts a guy out 	africell - Network	None
1101848520208744450	rudende africellug but the speed at which it runs out u might thnk its mbz 	africell - Calls	None
1101848520208744450	rudende africellug but the speed at which it runs out u might thnk its mbz 	africell - CustomerService	None
1101848520208744450	rudende africellug but the speed at which it runs out u might thnk its mbz 	africell - Data	Negative
1101848520208744450	rudende africellug but the speed at which it runs out u might thnk its mbz 	africell - General	None
1101848520208744450	rudende africellug but the speed at which it runs out u might thnk its mbz 	africell - Network	None
1101902101217771521	africellug my next internet networkabalala sagala kati alzaidvictor do they hv g please cut for me a line i will thank u later 	africell - Calls	None
1101902101217771521	africellug my next internet networkabalala sagala kati alzaidvictor do they hv g please cut for me a line i will thank u later 	africell - CustomerService	None
1101902101217771521	africellug my next internet networkabalala sagala kati alzaidvictor do they hv g please cut for me a line i will thank u later 	africell - Data	Positive
