id	sentence1	sentence2	label
1097437741997010944	mtnug but you guys have g network in a few places only 	mtn - CustomerService	None
1097437741997010944	mtnug but you guys have g network in a few places only 	mtn - Data	Negative
1097437741997010944	mtnug but you guys have g network in a few places only 	mtn - General	None
1097437741997010944	mtnug but you guys have g network in a few places only 	mtn - Network	None
1097814965317234688	mtnug man you guys finding your credit is a treasure hunt can you load for me and i send mtn mobile money 	mtn - Calls	None
1097814965317234688	mtnug man you guys finding your credit is a treasure hunt can you load for me and i send mtn mobile money 	mtn - CustomerService	Negative
1097814965317234688	mtnug man you guys finding your credit is a treasure hunt can you load for me and i send mtn mobile money 	mtn - Data	None
1097814965317234688	mtnug man you guys finding your credit is a treasure hunt can you load for me and i send mtn mobile money 	mtn - General	None
1097814965317234688	mtnug man you guys finding your credit is a treasure hunt can you load for me and i send mtn mobile money 	mtn - Network	None
1097932072537210886	team mtnug please check dm 	mtn - Calls	None
1097932072537210886	team mtnug please check dm 	mtn - CustomerService	Negative
1097932072537210886	team mtnug please check dm 	mtn - Data	None
1097932072537210886	team mtnug please check dm 	mtn - General	None
1097932072537210886	team mtnug please check dm 	mtn - Network	None
1098113716355321857	mtnug dont be cheated satisfied eno gaga yatuba daaa 	mtn - Calls	None
1098113716355321857	mtnug dont be cheated satisfied eno gaga yatuba daaa 	mtn - CustomerService	None
1098113716355321857	mtnug dont be cheated satisfied eno gaga yatuba daaa 	mtn - Data	Positive
1098113716355321857	mtnug dont be cheated satisfied eno gaga yatuba daaa 	mtn - General	None
1098113716355321857	mtnug dont be cheated satisfied eno gaga yatuba daaa 	mtn - Network	None
1098121838809567233	dont be cheated mtnug 	mtn - Calls	None
1098121838809567233	dont be cheated mtnug 	mtn - CustomerService	None
1098121838809567233	dont be cheated mtnug 	mtn - Data	None
1098121838809567233	dont be cheated mtnug 	mtn - General	Positive
1098121838809567233	dont be cheated mtnug 	mtn - Network	None
1098131570022600704	mtnug why dont we have network in kakumiro kisiita town council and no agent of mtnug 	mtn - Calls	None
1098131570022600704	mtnug why dont we have network in kakumiro kisiita town council and no agent of mtnug 	mtn - CustomerService	None
1098131570022600704	mtnug why dont we have network in kakumiro kisiita town council and no agent of mtnug 	mtn - Data	None
1098131570022600704	mtnug why dont we have network in kakumiro kisiita town council and no agent of mtnug 	mtn - General	None
1098131570022600704	mtnug why dont we have network in kakumiro kisiita town council and no agent of mtnug 	mtn - Network	Negative
1098185359589076993	angelaburunde mtnug but why cry 	mtn - Calls	None
1098185359589076993	angelaburunde mtnug but why cry 	mtn - CustomerService	None
1098185359589076993	angelaburunde mtnug but why cry 	mtn - Data	None
1098185359589076993	angelaburunde mtnug but why cry 	mtn - General	Negative
1098185359589076993	angelaburunde mtnug but why cry 	mtn - Network	None
1098204052444364801	mtnug pliz improve your g network in arua 	mtn - Calls	None
1098204052444364801	mtnug pliz improve your g network in arua 	mtn - CustomerService	None
1098204052444364801	mtnug pliz improve your g network in arua 	mtn - Data	None
1098204052444364801	mtnug pliz improve your g network in arua 	mtn - General	None
1098204052444364801	mtnug pliz improve your g network in arua 	mtn - Network	Negative
1098260865424478209	mtnug as a shareholder n ur company because i have yo simcard pliz bring data sharing am tired of buyin dis ka ghal 	mtn - Calls	None
1098260865424478209	mtnug as a shareholder n ur company because i have yo simcard pliz bring data sharing am tired of buyin dis ka ghal 	mtn - CustomerService	None
1098260865424478209	mtnug as a shareholder n ur company because i have yo simcard pliz bring data sharing am tired of buyin dis ka ghal 	mtn - Data	None
1098260865424478209	mtnug as a shareholder n ur company because i have yo simcard pliz bring data sharing am tired of buyin dis ka ghal 	mtn - General	None
1098260865424478209	mtnug as a shareholder n ur company because i have yo simcard pliz bring data sharing am tired of buyin dis ka ghal 	mtn - Network	None
1098487458067562497	mtnug me am always on and off i cant even tell 	mtn - Calls	None
1098487458067562497	mtnug me am always on and off i cant even tell 	mtn - CustomerService	None
1098487458067562497	mtnug me am always on and off i cant even tell 	mtn - Data	None
1098487458067562497	mtnug me am always on and off i cant even tell 	mtn - General	Negative
1098487458067562497	mtnug me am always on and off i cant even tell 	mtn - Network	None
1098551067351179265	but mtnug honestly i loaded daily gb at am the data is done already after reading emails are these empty figures this is too much happening again and again triumph 	mtn - Calls	None
1098551067351179265	but mtnug honestly i loaded daily gb at am the data is done already after reading emails are these empty figures this is too much happening again and again triumph 	mtn - CustomerService	None
1098551067351179265	but mtnug honestly i loaded daily gb at am the data is done already after reading emails are these empty figures this is too much happening again and again triumph 	mtn - Data	Negative
1098551067351179265	but mtnug honestly i loaded daily gb at am the data is done already after reading emails are these empty figures this is too much happening again and again triumph 	mtn - General	None
1098551067351179265	but mtnug honestly i loaded daily gb at am the data is done already after reading emails are these empty figures this is too much happening again and again triumph 	mtn - Network	None
1098577662124015617	mtnug hold on before you make that announcement ive been trying to buy an africel line for my kid bro who just finished form from your outlets in seeta and mukono but your bufake machines just wont read his thumb print theres also thatmwebereremu 	mtn - Calls	None
1098577662124015617	mtnug hold on before you make that announcement ive been trying to buy an africel line for my kid bro who just finished form from your outlets in seeta and mukono but your bufake machines just wont read his thumb print theres also thatmwebereremu 	mtn - CustomerService	Negative
1098577662124015617	mtnug hold on before you make that announcement ive been trying to buy an africel line for my kid bro who just finished form from your outlets in seeta and mukono but your bufake machines just wont read his thumb print theres also thatmwebereremu 	mtn - Data	None
1098577662124015617	mtnug hold on before you make that announcement ive been trying to buy an africel line for my kid bro who just finished form from your outlets in seeta and mukono but your bufake machines just wont read his thumb print theres also thatmwebereremu 	mtn - General	None
1098577662124015617	mtnug hold on before you make that announcement ive been trying to buy an africel line for my kid bro who just finished form from your outlets in seeta and mukono but your bufake machines just wont read his thumb print theres also thatmwebereremu 	mtn - Network	None
1098787376288186369	mtnug geniusmaxie its so sad that i reside in wakiso town council but have no access to a g network 	mtn - Calls	None
1098787376288186369	mtnug geniusmaxie its so sad that i reside in wakiso town council but have no access to a g network 	mtn - CustomerService	None
1098787376288186369	mtnug geniusmaxie its so sad that i reside in wakiso town council but have no access to a g network 	mtn - Data	None
1098787376288186369	mtnug geniusmaxie its so sad that i reside in wakiso town council but have no access to a g network 	mtn - General	None
1098787376288186369	mtnug geniusmaxie its so sad that i reside in wakiso town council but have no access to a g network 	mtn - Network	Negative
1098798511133548545	its a crazy weekend with mtnug gb for ugx day gb for ugx days dial to activate you go kill me woawith these pretty internet bundles 	mtn - Calls	None
1098798511133548545	its a crazy weekend with mtnug gb for ugx day gb for ugx days dial to activate you go kill me woawith these pretty internet bundles 	mtn - CustomerService	None
1098798511133548545	its a crazy weekend with mtnug gb for ugx day gb for ugx days dial to activate you go kill me woawith these pretty internet bundles 	mtn - Data	Positive
1098798511133548545	its a crazy weekend with mtnug gb for ugx day gb for ugx days dial to activate you go kill me woawith these pretty internet bundles 	mtn - General	None
1098798511133548545	its a crazy weekend with mtnug gb for ugx day gb for ugx days dial to activate you go kill me woawith these pretty internet bundles 	mtn - Network	None
1098841172464812033	iskter mtnug dont standard in the way of innovation we need better internet offers their see unlimited opportunities out there these people can come up with they should stop choking us with the same offersbut ur eyes cant see beyond ur nose 	mtn - Calls	None
1098841172464812033	iskter mtnug dont standard in the way of innovation we need better internet offers their see unlimited opportunities out there these people can come up with they should stop choking us with the same offersbut ur eyes cant see beyond ur nose 	mtn - CustomerService	None
1098841172464812033	iskter mtnug dont standard in the way of innovation we need better internet offers their see unlimited opportunities out there these people can come up with they should stop choking us with the same offersbut ur eyes cant see beyond ur nose 	mtn - Data	Negative
1098841172464812033	iskter mtnug dont standard in the way of innovation we need better internet offers their see unlimited opportunities out there these people can come up with they should stop choking us with the same offersbut ur eyes cant see beyond ur nose 	mtn - General	None
1098841172464812033	iskter mtnug dont standard in the way of innovation we need better internet offers their see unlimited opportunities out there these people can come up with they should stop choking us with the same offersbut ur eyes cant see beyond ur nose 	mtn - Network	None
1098846169101488129	mtnug we are experiencing dns inconsistency on the ug domains especially for our clients who are using mtn internet to clarify on the issue some clients have failed to access their websites or they are being pointed to an old dns records infinityic 	mtn - Calls	None
1098846169101488129	mtnug we are experiencing dns inconsistency on the ug domains especially for our clients who are using mtn internet to clarify on the issue some clients have failed to access their websites or they are being pointed to an old dns records infinityic 	mtn - CustomerService	None
1098846169101488129	mtnug we are experiencing dns inconsistency on the ug domains especially for our clients who are using mtn internet to clarify on the issue some clients have failed to access their websites or they are being pointed to an old dns records infinityic 	mtn - Data	Negative
1098846169101488129	mtnug we are experiencing dns inconsistency on the ug domains especially for our clients who are using mtn internet to clarify on the issue some clients have failed to access their websites or they are being pointed to an old dns records infinityic 	mtn - General	None
1098846169101488129	mtnug we are experiencing dns inconsistency on the ug domains especially for our clients who are using mtn internet to clarify on the issue some clients have failed to access their websites or they are being pointed to an old dns records infinityic 	mtn - Network	None
1098862913312514049	africel has good offers but the hustle comes when you are looking for a service provider near you i have failed to update my line to g because they keep referring me to lugogo i dont want to talk about getting an africel money agent coz thats another hustle 	mtn - CustomerService	Negative
1098879405353549825	mtnug i truly appreciate for your services you provide to us i cant wait downloading my favorite new music videos hd with my gb for days pray 	mtn - Calls	None
1098879405353549825	mtnug i truly appreciate for your services you provide to us i cant wait downloading my favorite new music videos hd with my gb for days pray 	mtn - CustomerService	None
1098879405353549825	mtnug i truly appreciate for your services you provide to us i cant wait downloading my favorite new music videos hd with my gb for days pray 	mtn - Data	Positive
1098879405353549825	mtnug i truly appreciate for your services you provide to us i cant wait downloading my favorite new music videos hd with my gb for days pray 	mtn - General	None
1098879405353549825	mtnug i truly appreciate for your services you provide to us i cant wait downloading my favorite new music videos hd with my gb for days pray 	mtn - Network	None
1098904993355255808	mtnug had stopped using your line but am soon going to use it again eh this is un believable thanks 	mtn - Calls	None
1098904993355255808	mtnug had stopped using your line but am soon going to use it again eh this is un believable thanks 	mtn - CustomerService	None
1098904993355255808	mtnug had stopped using your line but am soon going to use it again eh this is un believable thanks 	mtn - Data	None
1098904993355255808	mtnug had stopped using your line but am soon going to use it again eh this is un believable thanks 	mtn - General	Positive
1098904993355255808	mtnug had stopped using your line but am soon going to use it again eh this is un believable thanks 	mtn - Network	None
1098931743208427520	i swear mtnug is a gramma who really spoils the grand children with goodies how can you give gb valid for three days at and gb valid for hours at to get spoilt dial to activate weekend bundles 	mtn - Calls	None
1098931743208427520	i swear mtnug is a gramma who really spoils the grand children with goodies how can you give gb valid for three days at and gb valid for hours at to get spoilt dial to activate weekend bundles 	mtn - CustomerService	None
1098931743208427520	i swear mtnug is a gramma who really spoils the grand children with goodies how can you give gb valid for three days at and gb valid for hours at to get spoilt dial to activate weekend bundles 	mtn - Data	Positive
1098931743208427520	i swear mtnug is a gramma who really spoils the grand children with goodies how can you give gb valid for three days at and gb valid for hours at to get spoilt dial to activate weekend bundles 	mtn - General	None
1098931743208427520	i swear mtnug is a gramma who really spoils the grand children with goodies how can you give gb valid for three days at and gb valid for hours at to get spoilt dial to activate weekend bundles 	mtn - Network	None
1098962653425397761	mtnug heyi nid ur help pliz i just bought my mtn line but it failed to connect to the internet and what how can i set them manually 	mtn - Calls	None
1098962653425397761	mtnug heyi nid ur help pliz i just bought my mtn line but it failed to connect to the internet and what how can i set them manually 	mtn - CustomerService	None
1098962653425397761	mtnug heyi nid ur help pliz i just bought my mtn line but it failed to connect to the internet and what how can i set them manually 	mtn - Data	Negative
1098962653425397761	mtnug heyi nid ur help pliz i just bought my mtn line but it failed to connect to the internet and what how can i set them manually 	mtn - General	None
1098962653425397761	mtnug heyi nid ur help pliz i just bought my mtn line but it failed to connect to the internet and what how can i set them manually 	mtn - Network	None
1099035315136798721	mtnug for gb through the weekend till sunday midnight mwe abasinga 	mtn - Calls	None
1099035315136798721	mtnug for gb through the weekend till sunday midnight mwe abasinga 	mtn - CustomerService	None
1099035315136798721	mtnug for gb through the weekend till sunday midnight mwe abasinga 	mtn - Data	Positive
1099035315136798721	mtnug for gb through the weekend till sunday midnight mwe abasinga 	mtn - General	None
1099035315136798721	mtnug for gb through the weekend till sunday midnight mwe abasinga 	mtn - Network	None
1099064809675472896	mtnug you guys mtnug should work on the issue of g network access in areas of metropolitan kampala how come i cant access it here at wakiso town council which is miles away from the capital city 	mtn - Calls	None
1099064809675472896	mtnug you guys mtnug should work on the issue of g network access in areas of metropolitan kampala how come i cant access it here at wakiso town council which is miles away from the capital city 	mtn - CustomerService	None
1099064809675472896	mtnug you guys mtnug should work on the issue of g network access in areas of metropolitan kampala how come i cant access it here at wakiso town council which is miles away from the capital city 	mtn - Data	None
1099064809675472896	mtnug you guys mtnug should work on the issue of g network access in areas of metropolitan kampala how come i cant access it here at wakiso town council which is miles away from the capital city 	mtn - General	None
1099064809675472896	mtnug you guys mtnug should work on the issue of g network access in areas of metropolitan kampala how come i cant access it here at wakiso town council which is miles away from the capital city 	mtn - Network	Negative
1099553100006940672	mtnug this gb for three days at shillings is the real deal thank you 	mtn - Calls	None
1099553100006940672	mtnug this gb for three days at shillings is the real deal thank you 	mtn - CustomerService	None
1099553100006940672	mtnug this gb for three days at shillings is the real deal thank you 	mtn - Data	Positive
1099553100006940672	mtnug this gb for three days at shillings is the real deal thank you 	mtn - General	None
1099553100006940672	mtnug this gb for three days at shillings is the real deal thank you 	mtn - Network	None
1099691703664107522	mtnug we appreciate mtn services wooh 	mtn - Calls	None
1099691703664107522	mtnug we appreciate mtn services wooh 	mtn - CustomerService	None
1099691703664107522	mtnug we appreciate mtn services wooh 	mtn - Data	None
1099691703664107522	mtnug we appreciate mtn services wooh 	mtn - General	Positive
1099691703664107522	mtnug we appreciate mtn services wooh 	mtn - Network	None
1099692181831512070	mtnug with your cheap and fastest g network internet in all corners of uganda it is really wonderful 	mtn - Calls	None
1099692181831512070	mtnug with your cheap and fastest g network internet in all corners of uganda it is really wonderful 	mtn - CustomerService	None
1099692181831512070	mtnug with your cheap and fastest g network internet in all corners of uganda it is really wonderful 	mtn - Data	Positive
1099692181831512070	mtnug with your cheap and fastest g network internet in all corners of uganda it is really wonderful 	mtn - General	None
1099692181831512070	mtnug with your cheap and fastest g network internet in all corners of uganda it is really wonderful 	mtn - Network	None
1099704185803685888	bulimejulius mtnug africel is here to redeem lost hope in these internet providers who are ripping us of any coini just remember the social packs before ott came 	mtn - Calls	None
1099704185803685888	bulimejulius mtnug africel is here to redeem lost hope in these internet providers who are ripping us of any coini just remember the social packs before ott came 	mtn - CustomerService	None
1099704185803685888	bulimejulius mtnug africel is here to redeem lost hope in these internet providers who are ripping us of any coini just remember the social packs before ott came 	mtn - Data	Positive
1099704185803685888	bulimejulius mtnug africel is here to redeem lost hope in these internet providers who are ripping us of any coini just remember the social packs before ott came 	mtn - General	None
1099704185803685888	bulimejulius mtnug africel is here to redeem lost hope in these internet providers who are ripping us of any coini just remember the social packs before ott came 	mtn - Network	None
1099729812242030593	no mtnug airtime in buliisa town for over a month now i even reached the credit limit 	mtn - Calls	None
1099729812242030593	no mtnug airtime in buliisa town for over a month now i even reached the credit limit 	mtn - CustomerService	Negative
1099729812242030593	no mtnug airtime in buliisa town for over a month now i even reached the credit limit 	mtn - Data	None
1099729812242030593	no mtnug airtime in buliisa town for over a month now i even reached the credit limit 	mtn - General	None
1099729812242030593	no mtnug airtime in buliisa town for over a month now i even reached the credit limit 	mtn - Network	None
1100933842699984896	banage mtnug hmmmmm your network apaaana sweat 	mtn - Calls	None
1100933842699984896	banage mtnug hmmmmm your network apaaana sweat 	mtn - CustomerService	None
1100933842699984896	banage mtnug hmmmmm your network apaaana sweat 	mtn - Data	None
1100933842699984896	banage mtnug hmmmmm your network apaaana sweat 	mtn - General	None
1100933842699984896	banage mtnug hmmmmm your network apaaana sweat 	mtn - Network	Negative
1101336932741726208	ritahntaori mtnug shitty network 	mtn - Calls	None
1101336932741726208	ritahntaori mtnug shitty network 	mtn - CustomerService	None
1101336932741726208	ritahntaori mtnug shitty network 	mtn - Data	None
1101336932741726208	ritahntaori mtnug shitty network 	mtn - General	None
1101336932741726208	ritahntaori mtnug shitty network 	mtn - Network	Negative
1101341568940888065	come all ye bretheren who have lost ye way with data mtnug will lift ye burden off with its amazing offers together we all say amen 	mtn - Calls	None
1101341568940888065	come all ye bretheren who have lost ye way with data mtnug will lift ye burden off with its amazing offers together we all say amen 	mtn - CustomerService	None
1101341568940888065	come all ye bretheren who have lost ye way with data mtnug will lift ye burden off with its amazing offers together we all say amen 	mtn - Data	Positive
1101341568940888065	come all ye bretheren who have lost ye way with data mtnug will lift ye burden off with its amazing offers together we all say amen 	mtn - General	None
1101341568940888065	come all ye bretheren who have lost ye way with data mtnug will lift ye burden off with its amazing offers together we all say amen 	mtn - Network	None
1101344506320961536	mtnug unbelievable data offers clap 	mtn - Calls	None
1101344506320961536	mtnug unbelievable data offers clap 	mtn - CustomerService	None
1101344506320961536	mtnug unbelievable data offers clap 	mtn - Data	Positive
1101344506320961536	mtnug unbelievable data offers clap 	mtn - General	None
1101344506320961536	mtnug unbelievable data offers clap 	mtn - Network	None
1101352045439791105	wow thanks mtnug 	mtn - Calls	None
1101352045439791105	wow thanks mtnug 	mtn - CustomerService	None
1101352045439791105	wow thanks mtnug 	mtn - Data	None
1101352045439791105	wow thanks mtnug 	mtn - General	Positive
1101352045439791105	wow thanks mtnug 	mtn - Network	None
1101357131343818753	mtnug sadly it doesnt last days 	mtn - Calls	None
1101357131343818753	mtnug sadly it doesnt last days 	mtn - CustomerService	None
1101357131343818753	mtnug sadly it doesnt last days 	mtn - Data	None
1101357131343818753	mtnug sadly it doesnt last days 	mtn - General	Negative
1101357131343818753	mtnug sadly it doesnt last days 	mtn - Network	None
1101389970693111808	mtnug just know ur my best on this internet staff u guys 	mtn - Calls	None
1101389970693111808	mtnug just know ur my best on this internet staff u guys 	mtn - CustomerService	None
1101389970693111808	mtnug just know ur my best on this internet staff u guys 	mtn - Data	Positive
1101389970693111808	mtnug just know ur my best on this internet staff u guys 	mtn - General	None
1101389970693111808	mtnug just know ur my best on this internet staff u guys 	mtn - Network	None
1101393431740510209	mtnug makes what looks to be impossible possible grinning 	mtn - Calls	None
1101393431740510209	mtnug makes what looks to be impossible possible grinning 	mtn - CustomerService	None
1101393431740510209	mtnug makes what looks to be impossible possible grinning 	mtn - Data	None
1101393431740510209	mtnug makes what looks to be impossible possible grinning 	mtn - General	Positive
1101393431740510209	mtnug makes what looks to be impossible possible grinning 	mtn - Network	None
1101401378054905856	therealoutlaw mtnug the king of data bundles okhand 	mtn - Calls	None
1101401378054905856	therealoutlaw mtnug the king of data bundles okhand 	mtn - CustomerService	None
1101401378054905856	therealoutlaw mtnug the king of data bundles okhand 	mtn - Data	Positive
1101401378054905856	therealoutlaw mtnug the king of data bundles okhand 	mtn - General	None
1101401378054905856	therealoutlaw mtnug the king of data bundles okhand 	mtn - Network	None
1101401408711114752	mtnug you came for us bambi 	mtn - Calls	None
1101401408711114752	mtnug you came for us bambi 	mtn - CustomerService	None
1101401408711114752	mtnug you came for us bambi 	mtn - Data	None
1101401408711114752	mtnug you came for us bambi 	mtn - General	Positive
1101401408711114752	mtnug you came for us bambi 	mtn - Network	None
1101407272046080000	in i made a choice after hustling with cheating networks to start a relationship with mtnug as my only internet data provider and look at how great things are working out there is no reason not to enjoy your weekend dial 	mtn - Calls	None
1101407272046080000	in i made a choice after hustling with cheating networks to start a relationship with mtnug as my only internet data provider and look at how great things are working out there is no reason not to enjoy your weekend dial 	mtn - CustomerService	None
1101407272046080000	in i made a choice after hustling with cheating networks to start a relationship with mtnug as my only internet data provider and look at how great things are working out there is no reason not to enjoy your weekend dial 	mtn - Data	Positive
1101407272046080000	in i made a choice after hustling with cheating networks to start a relationship with mtnug as my only internet data provider and look at how great things are working out there is no reason not to enjoy your weekend dial 	mtn - General	None
1101407272046080000	in i made a choice after hustling with cheating networks to start a relationship with mtnug as my only internet data provider and look at how great things are working out there is no reason not to enjoy your weekend dial 	mtn - Network	None
1101414366627401728	mtnug thats why mtn is sightly better theirs lasts for days as they say thanks mtn 	mtn - Calls	None
1101414366627401728	mtnug thats why mtn is sightly better theirs lasts for days as they say thanks mtn 	mtn - CustomerService	None
1101414366627401728	mtnug thats why mtn is sightly better theirs lasts for days as they say thanks mtn 	mtn - Data	None
1101414366627401728	mtnug thats why mtn is sightly better theirs lasts for days as they say thanks mtn 	mtn - General	None
1101414366627401728	mtnug thats why mtn is sightly better theirs lasts for days as they say thanks mtn 	mtn - Network	None
1101414733184417792	mtnug what are the prompts for buying internetthe process is so complicated with u guys 	mtn - Calls	None
1101414733184417792	mtnug what are the prompts for buying internetthe process is so complicated with u guys 	mtn - CustomerService	Negative
1101414733184417792	mtnug what are the prompts for buying internetthe process is so complicated with u guys 	mtn - Data	None
1101414733184417792	mtnug what are the prompts for buying internetthe process is so complicated with u guys 	mtn - General	None
1101414733184417792	mtnug what are the prompts for buying internetthe process is so complicated with u guys 	mtn - Network	None
1101415809019248640	this is the latest from mtnug cheating is unacceptable 	mtn - Calls	None
1101415809019248640	this is the latest from mtnug cheating is unacceptable 	mtn - CustomerService	None
1101415809019248640	this is the latest from mtnug cheating is unacceptable 	mtn - Data	None
1101415809019248640	this is the latest from mtnug cheating is unacceptable 	mtn - General	Negative
1101415809019248640	this is the latest from mtnug cheating is unacceptable 	mtn - Network	None
1101421741753225217	speed kills but these gbs at just will kill me softly this weekend guys of netflix and youtube will bear me witness with this mtnug internet am always excited about the offers 	mtn - Calls	None
1101421741753225217	speed kills but these gbs at just will kill me softly this weekend guys of netflix and youtube will bear me witness with this mtnug internet am always excited about the offers 	mtn - CustomerService	None
1101421741753225217	speed kills but these gbs at just will kill me softly this weekend guys of netflix and youtube will bear me witness with this mtnug internet am always excited about the offers 	mtn - Data	Positive
1101421741753225217	speed kills but these gbs at just will kill me softly this weekend guys of netflix and youtube will bear me witness with this mtnug internet am always excited about the offers 	mtn - General	None
1101421741753225217	speed kills but these gbs at just will kill me softly this weekend guys of netflix and youtube will bear me witness with this mtnug internet am always excited about the offers 	mtn - Network	None
1101429321489633280	ehhh africel this is a good deal 	mtn - General	Positive
1101431253402873857	mtnug thank you so much mtnug blush am buying a sim card today and signing myself as your new brand ambassador blush need to give back 	mtn - Calls	None
1101431253402873857	mtnug thank you so much mtnug blush am buying a sim card today and signing myself as your new brand ambassador blush need to give back 	mtn - CustomerService	None
1101431253402873857	mtnug thank you so much mtnug blush am buying a sim card today and signing myself as your new brand ambassador blush need to give back 	mtn - Data	None
1101431253402873857	mtnug thank you so much mtnug blush am buying a sim card today and signing myself as your new brand ambassador blush need to give back 	mtn - General	Positive
1101431253402873857	mtnug thank you so much mtnug blush am buying a sim card today and signing myself as your new brand ambassador blush need to give back 	mtn - Network	None
1101438077946478593	gidivan mtnug best thing ever 	mtn - Calls	None
1101438077946478593	gidivan mtnug best thing ever 	mtn - CustomerService	None
1101438077946478593	gidivan mtnug best thing ever 	mtn - Data	None
1101438077946478593	gidivan mtnug best thing ever 	mtn - General	Positive
1101438077946478593	gidivan mtnug best thing ever 	mtn - Network	None
1101534309922623488	mtnug nice i love dat but i request u guys revise on ur pakaboom coz when da minz games calls just continue chopping on da available balance in da account instead of cancelling da call 	mtn - Calls	Negative
1101534309922623488	mtnug nice i love dat but i request u guys revise on ur pakaboom coz when da minz games calls just continue chopping on da available balance in da account instead of cancelling da call 	mtn - CustomerService	None
1101534309922623488	mtnug nice i love dat but i request u guys revise on ur pakaboom coz when da minz games calls just continue chopping on da available balance in da account instead of cancelling da call 	mtn - Data	None
1101534309922623488	mtnug nice i love dat but i request u guys revise on ur pakaboom coz when da minz games calls just continue chopping on da available balance in da account instead of cancelling da call 	mtn - General	None
1101534309922623488	mtnug nice i love dat but i request u guys revise on ur pakaboom coz when da minz games calls just continue chopping on da available balance in da account instead of cancelling da call 	mtn - Network	None
1101585272129626122	mtnug i been out of the country came back when my number was cut off do you guys just cut off numbers for spending months off 	mtn - Calls	None
1101585272129626122	mtnug i been out of the country came back when my number was cut off do you guys just cut off numbers for spending months off 	mtn - CustomerService	Negative
1101585272129626122	mtnug i been out of the country came back when my number was cut off do you guys just cut off numbers for spending months off 	mtn - Data	None
1101585272129626122	mtnug i been out of the country came back when my number was cut off do you guys just cut off numbers for spending months off 	mtn - General	None
1101585272129626122	mtnug i been out of the country came back when my number was cut off do you guys just cut off numbers for spending months off 	mtn - Network	None
1101778775191273472	thanks for this weekend deal mtnug really sorts a guy out 	mtn - Calls	None
1101778775191273472	thanks for this weekend deal mtnug really sorts a guy out 	mtn - CustomerService	None
